accommodates,bedrooms,bathrooms,beds,neighbourhood_cleansed,room_type,property_type,minimum_nights,latitude,longitude,instant_bookable,n_amenities,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,reviews_per_month,amen_wifi,amen_kitchen,amen_hot_water,amen_hair_dryer,amen_bed_linens,amen_hangers,amen_essentials,amen_cooking_basics,amen_refrigerator,amen_dishes_and_silverware,amen_iron,amen_heating,amen_dedicated_workspace,amen_self_check_in,amen_long_term_stays_allowed,amen_oven,amen_shampoo,amen_dishwasher,amen_hot_water_kettle,amen_room_darkening_shades,amen_tv,amen_dining_table,amen_wine_glasses,amen_washer,amen_elevator,amen_lockbox,amen_microwave,amen_freezer,amen_stove,amen_bathtub,host_is_superhost,host_response_rate,host_acceptance_rate,host_response_time,host_total_listings_count,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,text_name_len,text_desc_len,text_luxury,text_view,text_central,text_modern,text_terrace,text_renovated,text_lake,text_river,text_quiet,text_design,text_spacious,text_charming,dist_hallenstadion_km,dist_letzigrund_km,dist_messe_km,dist_opernhaus_km,dist_hb_km,min_dist_venue_km
1,1.0,1.0,1.0,Schwamendingen-Mitte,Private room,Private room in rental unit,2,47.40669,8.57571,0,17,6,6,6,6,40,23,1,1.96,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,90.0,88.0,2.0,1,4.78,4.78,4.88,4.7,4.83,4.55,4.73,36,344,0,0,0,0,0,0,0,0,1,0,1,0,3.4091917637765903,6.238433604751743,2.0730500397941496,5.093975101717342,4.165738952395871,2.0730500397941496
2,1.0,1.0,1.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,1,47.36637289644849,8.52142028919511,1,34,14,42,72,227,66,66,8,9.21,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,100.0,100.0,1.0,8,4.88,4.95,4.95,4.95,4.89,4.77,4.79,39,164,0,0,0,0,0,0,0,0,0,0,0,1,7.565251926588547,1.9900323019725883,5.264978520489714,1.8844270665755118,1.9142179446597583,1.8844270665755118
2,1.0,1.5,1.0,Mühlebach,Entire home/apt,Entire rental unit,1,47.36048,8.55456,0,26,28,58,88,268,9,4,0,0.52,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,0,0,100.0,98.0,1.0,4,5.0,5.0,4.89,4.89,5.0,5.0,4.89,30,54,0,1,0,0,0,0,0,0,0,0,1,0,7.928456140512811,4.39634768288982,5.524624706943664,0.8228142844580852,2.2147933802370314,0.8228142844580852
2,1.0,1.0,1.0,Wipkingen,Entire home/apt,Entire rental unit,1,47.3909141,8.5280004,1,5,27,57,87,362,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,100.0,1.0,79,,,,,,,,41,411,0,0,0,0,0,0,0,0,0,0,0,0,4.815107249040625,2.2577240385906423,2.628262997378405,3.157243167992175,1.718019213246602,1.718019213246602
5,2.0,2.0,1.0,Altstetten,Entire home/apt,Entire rental unit,1,47.38645,8.50316,1,20,0,28,58,299,2,1,0,0.02,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,100.0,99.0,1.0,240,5.0,5.0,5.0,5.0,5.0,5.0,4.5,27,73,0,0,0,1,0,0,0,0,0,0,0,0,6.121860288020073,0.7839950929691858,4.3075287344942605,4.009973352669496,2.9534933340193565,0.7839950929691858
3,1.0,1.0,2.0,Langstrasse,Private room,Private room in rental unit,2,47.37375,8.52946,1,6,23,53,83,263,3,0,0,0.04,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100.0,,2.0,1,4.33,4.67,4.33,4.67,5.0,5.0,4.67,48,23,0,0,0,0,0,0,0,0,0,0,0,0,6.617902813270053,2.067573405545977,4.280581230619869,1.5778317385606762,0.9376600759479432,0.9376600759479432
2,1.0,1.0,1.0,Hard,Entire home/apt,Entire rental unit,2,47.37705191613367,8.514701672926302,0,23,3,3,3,3,10,10,2,1.11,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,90.0,30.0,2.0,2,4.9,4.9,4.9,5.0,5.0,4.8,4.6,31,378,0,0,0,1,0,0,0,0,0,0,0,0,6.616909862558506,0.897328724944283,4.464690062231958,2.7160322755481547,1.9297915605228717,0.897328724944283
3,1.0,1.0,2.0,Oerlikon,Entire home/apt,Entire serviced apartment,1,47.4104460025926,8.542288988728409,1,2,24,35,63,63,6,6,0,0.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,93.0,1.0,23,1.5,2.5,1.5,2.33,2.67,3.0,1.83,21,97,0,0,1,0,0,0,0,0,0,0,0,1,2.4248070410979925,4.531050634902322,0.47748960510391775,5.018439063494368,3.6220460108791306,0.47748960510391775
5,2.0,1.0,3.0,Enge,Entire home/apt,Entire rental unit,2,47.36376,8.53257,1,43,15,17,17,17,84,10,3,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,100.0,95.0,1.0,252,4.8,4.9,4.8,4.93,4.87,4.82,4.7,47,520,0,0,1,1,0,0,1,0,0,0,0,0,7.661302379741755,2.807654810340632,5.281379404829982,1.0574596495754334,1.6765981511254209,1.0574596495754334
2,1.0,1.0,2.0,Enge,Entire home/apt,Entire condo,3,47.3533,8.52949,0,43,2,2,2,23,106,21,3,2.79,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,100.0,100.0,2.0,2,4.97,4.97,4.97,4.99,4.99,4.96,4.81,48,495,0,1,0,0,1,0,1,0,1,0,1,0,8.84685441312047,3.5090262757109407,6.46684618160816,1.852730591825633,2.853983735104724,1.852730591825633
4,2.0,1.0,2.0,Langstrasse,Entire home/apt,Entire rental unit,2,47.37707,8.52465,0,30,19,21,21,21,18,4,1,0.68,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,100.0,82.0,1.0,3,4.89,4.78,4.67,4.89,5.0,4.72,4.61,42,447,0,0,1,0,0,0,0,0,1,0,0,1,6.355949550632211,1.6283189250999286,4.0814017186579,2.0896494134199615,1.182011834491188,1.182011834491188
3,1.0,1.0,2.0,Wipkingen,Entire home/apt,Entire rental unit,1,47.3909141,8.5280004,1,5,27,57,87,362,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,100.0,1.0,79,,,,,,,,41,491,1,0,0,0,0,0,0,0,0,0,0,1,4.815107249040625,2.2577240385906423,2.628262997378405,3.157243167992175,1.718019213246602,1.718019213246602
2,1.0,1.0,1.0,Werd,Entire home/apt,Entire loft,4,47.37362,8.5233,0,55,19,49,79,259,96,5,1,0.63,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,100.0,100.0,1.0,2,4.91,4.93,4.96,4.98,5.0,4.89,4.68,50,487,0,0,0,1,0,0,0,0,0,1,1,0,6.752521565726841,1.637385415980897,4.4711697823227095,1.9651346567015682,1.3657018331889146,1.3657018331889146
2,1.0,2.0,1.0,Oerlikon,Entire home/apt,Entire loft,3,47.41273910152025,8.557450782218552,0,10,30,60,90,365,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,,,,1,,,,,,,,25,435,0,0,0,1,0,0,0,0,0,0,1,1,2.1915667186202774,5.509666481094841,0.7323505177666418,5.329200896349947,4.083374903665473,0.7323505177666418
2,1.0,1.0,1.0,Sihlfeld,Entire home/apt,Entire rental unit,3,47.3725,8.51505,0,26,6,11,11,11,1,1,0,0.38,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,100.0,50.0,2.0,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,26,464,0,0,1,0,0,0,0,0,0,0,0,1,7.074954167915711,1.1711028039093514,4.875017480701604,2.489454952967047,1.9938999890999154,1.1711028039093514
2,1.0,1.0,1.0,Sihlfeld,Entire home/apt,Entire rental unit,30,47.3712536,8.521014,1,29,0,27,57,332,1,0,0,0.04,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,100.0,99.0,3.0,214,5.0,5.0,5.0,5.0,5.0,5.0,5.0,47,264,0,0,0,0,0,0,0,0,0,0,0,0,7.054984751197895,1.6123759977703847,4.782755180320845,2.0195922095920373,1.6294971326802044,1.6123759977703847
4,2.0,1.0,2.0,Hard,Entire home/apt,Entire rental unit,31,47.3809763,8.5073147,1,28,0,0,0,272,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,100.0,99.0,3.0,214,,,,,,,,40,249,0,0,0,0,0,0,0,0,0,0,0,0,6.4723094392471365,0.3494216584688983,4.480249585630304,3.415056970958724,2.5070590339486962,0.3494216584688983
2,0.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.38882,8.53726,1,40,22,27,27,27,0,0,0,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,100.0,92.0,1.0,95,,,,,,,,22,137,0,0,1,0,0,0,0,0,1,0,0,0,4.856187153619051,2.7630179699587676,2.5050003715497597,2.6935906617208074,1.235631406847856,1.235631406847856
8,2.0,1.0,4.0,Hard,Entire home/apt,Entire rental unit,1,47.37843,8.5141,1,33,11,11,11,11,505,60,3,5.48,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,100.0,100.0,1.0,12,4.88,4.89,4.9,4.96,4.95,4.8,4.75,31,229,0,0,1,0,0,0,0,0,0,0,0,0,6.494898851863558,0.8203110025457165,4.366593491480673,2.83118393808909,1.973644719992304,0.8203110025457165
4,2.0,1.0,3.0,Enge,Entire home/apt,Entire rental unit,2,47.36158,8.53246,1,39,2,2,2,2,13,10,0,1.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,100.0,92.0,1.0,95,5.0,4.92,4.92,5.0,4.92,5.0,4.85,28,439,0,0,1,1,0,0,1,0,0,0,1,0,7.901777558744044,2.957797049608391,5.519471908009689,1.132591747226489,1.9083326779761243,1.132591747226489
4,2.0,1.0,4.0,Affoltern,Entire home/apt,Entire serviced apartment,7,47.41888,8.5081,0,52,27,57,87,87,26,2,0,0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,100.0,78.0,3.0,69,4.69,4.62,4.92,4.85,4.69,4.5,4.54,26,499,0,0,0,0,1,0,0,0,0,0,0,1,3.425215784127564,4.404816565897988,3.2033812116014566,6.608742658007457,5.16120456271294,3.2033812116014566
4,2.0,1.0,2.0,Wipkingen,Entire home/apt,Entire rental unit,6,47.39196273866153,8.535126373171806,0,13,1,29,59,59,3,0,0,0.09,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,1,4.67,5.0,4.33,5.0,4.67,5.0,4.67,30,421,0,0,1,0,0,0,0,1,0,0,1,1,4.54903325653686,2.773537302937388,2.247440720697613,3.073199325018235,1.6114863610376045,1.6114863610376045
1,1.0,1.0,1.0,Oberstrass,Entire home/apt,Entire rental unit,14,47.38637,8.54728,0,35,28,58,88,178,1,0,0,0.07,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,100.0,,3.0,1,4.0,4.0,4.0,4.0,4.0,5.0,3.0,31,417,0,0,1,0,0,0,0,0,0,0,0,1,5.043233763588691,3.400729743833268,2.6294138418779047,2.332698958860575,1.0785210262208131,1.0785210262208131
2,1.0,1.0,1.0,Wollishofen,Entire home/apt,Entire rental unit,2,47.34099635827411,8.530115566784923,1,4,30,60,90,365,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,1,,,,,,,,25,356,0,0,1,0,0,0,1,0,0,0,1,1,10.190817304390805,4.723873328713055,7.7980788344511724,2.977969561372135,4.174586346057543,2.977969561372135
1,1.0,1.0,1.0,Hirzenbach,Private room,Private room in rental unit,1,47.40597015878159,8.583012051100841,0,11,0,1,24,299,12,12,0,3.08,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,90.0,61.0,3.0,2,4.58,4.67,4.42,4.83,4.92,4.58,4.5,26,511,0,0,0,0,0,0,0,0,1,0,0,0,3.8135127541243006,6.688300241247051,2.6281188118681706,5.286625789246362,4.481061332708416,2.6281188118681706
5,2.0,1.0,3.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,0,44,6,16,26,263,207,68,8,7.58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,100.0,100.0,1.0,17,4.89,4.94,4.92,4.94,4.95,4.82,4.81,49,573,0,0,1,0,0,0,0,0,0,0,1,0,6.753696327796929,1.4969288285341833,4.493282034599707,2.1041875786187645,1.4803233394479491,1.4803233394479491
5,2.0,2.0,3.0,Enge,Entire home/apt,Entire condo,3,47.35285,8.53055,1,39,28,58,88,363,128,12,2,1.13,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,100.0,69.0,1.0,2,4.95,4.98,4.98,4.98,4.99,4.91,4.79,30,115,1,0,0,0,0,0,1,0,0,0,0,0,8.883004501606546,3.595489649974903,6.4984827849246685,1.8365062413147002,2.8806004203372653,1.8365062413147002
3,0.0,1.0,2.0,Albisrieden,Entire home/apt,Entire rental unit,1,47.36741,8.49303,1,28,7,37,65,333,6,4,0,0.31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,100.0,99.0,1.0,240,4.17,4.67,5.0,4.67,5.0,4.83,4.33,42,492,0,0,1,0,0,0,0,0,0,0,0,1,8.316785842323613,1.5412935082686012,6.318892944980357,4.025672008459445,3.7458699604130663,1.5412935082686012
2,2.0,1.0,2.0,Wipkingen,Shared room,Shared room in rental unit,30,47.39569225763635,8.519816582893009,0,26,0,0,27,82,0,0,0,,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,1,1,0,0,95.0,87.0,1.0,98,,,,,,,,43,535,0,0,0,0,0,0,0,0,0,0,0,0,4.584732412182791,2.197280246924094,2.68772213882697,3.918153788736954,2.508404728556022,2.197280246924094
4,2.0,1.0,2.0,Alt-Wiedikon,Entire home/apt,Entire rental unit,3,47.36927,8.51354,0,50,0,0,1,21,5,3,0,0.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,100.0,28.0,2.0,2,4.8,5.0,4.8,5.0,5.0,5.0,4.8,29,59,0,0,1,1,0,0,0,0,0,0,0,0,7.450849777809101,1.3650524755468028,5.241903415713389,2.511881685269622,2.2319288178391963,1.3650524755468028
2,1.0,1.0,1.0,Höngg,Entire home/apt,Entire rental unit,4,47.39616,8.50357,0,37,11,11,11,11,21,2,0,0.33,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,100.0,40.0,2.0,2,4.95,4.86,4.76,5.0,5.0,4.81,4.81,23,335,0,0,1,0,0,0,0,1,0,0,0,1,5.249885537180783,1.8637378153242903,3.7220424571985045,4.700857368933635,3.4305639750984516,1.8637378153242903
2,1.0,1.0,1.0,Albisrieden,Private room,Private room in rental unit,1,47.36885969683494,8.491430648275765,0,13,29,59,89,89,11,11,2,2.68,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,100.0,59.0,1.0,1,4.73,4.73,4.73,5.0,4.91,4.82,4.55,26,486,0,1,1,0,0,0,0,0,1,0,0,1,8.24180846748291,1.473942355064088,6.2808391273383695,4.157694171087564,3.8148437783366917,1.473942355064088
6,1.0,1.0,3.0,Langstrasse,Entire home/apt,Entire serviced apartment,1,47.3740579,8.5298406,1,46,11,27,40,241,35,23,0,1.13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,86.0,100.0,1.0,4,4.83,4.89,4.77,4.89,4.89,4.77,4.77,47,317,0,0,0,1,0,0,0,0,0,0,1,0,6.578068439393772,2.0848778199657283,4.238725388762775,1.5754310593719036,0.8959980941975344,0.8959980941975344
6,3.0,2.0,3.0,Friesenberg,Entire home/apt,Entire rental unit,30,47.35386199999999,8.5094792,1,27,12,42,72,347,2,0,0,0.09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,100.0,99.0,3.0,214,3.0,3.0,3.5,3.0,1.5,3.0,3.5,47,305,0,0,0,1,0,0,0,0,0,0,0,1,9.16449610755423,2.877576346996267,6.902278878461291,3.062653764786461,3.5401333262528243,2.877576346996267
1,1.0,1.5,1.0,Alt-Wiedikon,Private room,Private room in rental unit,7,47.3686,8.51094,0,13,27,57,87,87,5,0,0,0.07,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10.0,50.0,4.0,2,5.0,5.0,4.6,5.0,5.0,5.0,4.8,15,44,0,0,0,0,0,0,0,0,0,0,0,0,7.5929391996121165,1.3315984724417866,5.40643235236529,2.694174725210371,2.440799040377555,1.3315984724417866
2,1.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.3877601,8.538239899999999,0,37,0,0,0,0,3,3,0,0.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,100.0,92.0,1.0,95,5.0,5.0,5.0,5.0,5.0,5.0,5.0,27,370,0,0,0,1,0,0,0,0,0,0,0,1,4.958824391828588,2.789998793953225,2.5929894785915275,2.561128082328622,1.1073098787458422,1.1073098787458422
1,1.0,1.0,1.0,Rathaus,Private room,Room in hotel,1,47.37528,8.54301,1,34,22,52,82,357,11,1,0,0.25,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,100.0,100.0,1.0,6,4.73,4.91,4.91,4.91,4.82,4.91,4.55,43,488,0,0,0,0,0,0,0,0,0,0,0,0,6.292602960022482,3.0249573389680218,3.883551958930316,1.1278781630586945,0.35568771684280887,0.35568771684280887
4,1.0,1.0,2.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.3829,8.54305,1,23,0,0,0,45,92,5,0,1.86,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,100.0,95.0,1.0,252,4.87,4.89,4.93,4.89,4.89,4.85,4.76,48,435,0,0,1,1,0,0,0,0,1,0,1,0,5.447978788702802,3.01805880564641,3.0422013566844277,1.962194328829844,0.593279081748991,0.593279081748991
4,2.0,1.0,2.0,Oberstrass,Entire home/apt,Entire rental unit,30,47.3898579,8.5452775,1,28,0,0,0,121,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,100.0,99.0,3.0,214,,,,,,,,42,232,0,0,0,0,0,0,0,0,0,0,0,0,4.663466405290842,3.367516233608277,2.2536165463540807,2.7209074743339023,1.3814576454653278,1.3814576454653278
3,1.0,1.0,1.0,City,Entire home/apt,Entire loft,6,47.36968,8.53679,0,71,16,46,67,92,31,8,0,0.6,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,100.0,100.0,1.0,5,5.0,4.97,5.0,4.94,5.0,5.0,4.84,49,498,1,1,1,1,0,0,1,1,1,0,0,0,6.962340180631968,2.7436982371892467,4.570678996540119,0.8661983235486961,0.9514713208509079,0.8661983235486961
4,2.0,1.0,3.0,Höngg,Entire home/apt,Entire rental unit,3,47.3970167234788,8.514293237436016,0,12,0,12,37,309,0,0,0,,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,60.0,30.0,3.0,6,,,,,,,,30,421,0,1,1,1,0,0,0,1,0,0,0,0,4.678807293507596,2.1265374217814808,2.9581364408489064,4.266534627171477,2.8899444986706633,2.1265374217814808
6,2.0,2.0,3.0,City,Entire home/apt,Entire rental unit,1,47.37682,8.53883,0,35,30,60,88,346,66,10,0,0.54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,99.0,100.0,1.0,38,4.82,4.85,4.89,4.88,4.91,4.95,4.61,36,249,0,0,0,0,0,0,0,0,0,0,0,0,6.154985302156287,2.6906203907721697,3.7620320701020833,1.3919369584572587,0.16331999415628692,0.16331999415628692
2,1.0,1.0,1.0,Oberstrass,Private room,Private room in rental unit,1,47.3794,8.54699,0,30,15,15,15,15,31,27,3,2.45,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,83.0,89.0,3.0,1,4.97,4.94,4.77,4.94,4.87,4.87,4.74,48,334,0,0,1,0,1,0,0,0,0,0,1,0,5.818561656440093,3.2896209083435615,3.4047222669675636,1.5573628654030514,0.5306238025927138,0.5306238025927138
2,0.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,7,47.38862228393555,8.54399299621582,0,44,14,44,74,74,2,2,0,0.9,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,100.0,78.0,3.0,69,5.0,4.0,5.0,5.0,5.0,5.0,5.0,24,278,0,0,0,0,0,0,0,0,0,1,0,0,4.8079160688842,3.2307609878856143,2.402251114499505,2.588552980866527,1.2242548560813968,1.2242548560813968
3,1.0,1.5,1.0,Höngg,Entire home/apt,Entire rental unit,8,47.4036123,8.4884788,0,35,0,27,44,91,1,1,0,0.24,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,100.0,67.0,3.0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,49,459,1,0,0,1,1,0,0,0,1,0,0,0,5.5528232686780665,2.9143068734754616,4.579860896886339,6.088521186555951,4.8365531465512435,2.9143068734754616
6,2.0,2.0,3.0,Gewerbeschule,Entire home/apt,Entire rental unit,2,47.3844,8.52792,1,42,10,32,52,234,40,40,4,4.53,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,100.0,100.0,1.0,14,4.75,4.8,4.75,4.7,4.78,4.85,4.53,30,411,0,0,0,0,0,0,0,1,0,0,0,1,5.504529286936804,1.9352472691590041,3.2443758151726505,2.5298149684254736,1.1795052880250025,1.1795052880250025
4,2.0,1.0,2.0,Werd,Entire home/apt,Entire rental unit,1,47.3739935,8.5215063,0,44,9,32,50,298,165,47,4,6.07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,100.0,100.0,1.0,17,4.9,4.96,4.93,4.94,4.97,4.83,4.87,49,513,0,0,1,0,0,0,0,0,0,0,1,0,6.753696327796929,1.4969288285341833,4.493282034599707,2.1041875786187645,1.4803233394479491,1.4803233394479491
4,1.0,1.0,2.0,Seefeld,Entire home/apt,Entire rental unit,1,47.3637319,8.547540699999999,0,30,30,60,90,365,0,0,0,,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,100.0,99.0,1.0,7,,,,,,,,31,398,0,0,0,0,0,0,1,0,0,0,0,1,7.55914657962627,3.759619084520753,5.145396029967267,0.20441478228768262,1.6671157514395551,0.20441478228768262
4,2.0,1.5,2.0,Rathaus,Entire home/apt,Entire rental unit,31,47.37334,8.5450471,1,28,0,0,0,29,0,0,0,,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,100.0,99.0,3.0,214,,,,,,,,49,287,0,0,0,1,0,0,0,0,0,0,0,0,6.497983861015556,3.2149226552870687,4.0851703121222345,0.888747075445088,0.6203819611063423,0.6203819611063423
2,0.0,1.0,1.0,Unterstrass,Entire home/apt,Entire rental unit,2,47.382195,8.544195,1,40,7,26,29,74,39,11,1,0.77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,100.0,95.0,1.0,252,4.79,4.9,4.9,4.92,4.85,4.79,4.64,46,406,0,0,1,0,0,0,0,0,0,0,0,1,5.51916291094743,3.0947360264940285,3.109503070563094,1.8748857199128863,0.560438567569428,0.560438567569428
2,1.0,1.0,2.0,Höngg,Entire home/apt,Entire home,2,47.41488750000001,8.4747037,0,52,16,37,60,240,26,13,1,0.93,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,100.0,67.0,2.0,1,4.81,4.65,4.92,4.96,5.0,4.69,4.77,26,184,0,0,0,0,0,0,0,0,1,0,0,1,5.929483868369939,4.4948940928851355,5.586999009732143,7.7078263657277395,6.426022309924173,4.4948940928851355
2,1.0,1.0,1.0,Altstetten,Entire home/apt,Entire home,3,47.38373,8.48483,1,32,0,0,0,271,0,0,0,,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,0,100.0,63.0,1.0,8,,,,,,,,31,157,0,0,0,0,1,0,0,0,0,0,0,0,7.220554066589612,1.4716251019819742,5.6189186518066,5.064550527297577,4.226491119101158,1.4716251019819742
3,1.0,1.0,2.0,Wipkingen,Entire home/apt,Entire rental unit,1,47.3909141,8.5280004,1,5,27,57,87,362,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,100.0,1.0,79,,,,,,,,41,491,1,0,0,0,0,0,0,0,0,0,0,1,4.815107249040625,2.2577240385906423,2.628262997378405,3.157243167992175,1.718019213246602,1.718019213246602
5,2.0,2.0,2.0,Altstetten,Entire home/apt,Entire rental unit,5,47.38872044911216,8.494732350427135,0,8,0,9,27,56,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100.0,75.0,1.0,1,,,,,,,,32,518,0,0,1,0,0,0,0,0,0,0,1,0,6.310702360622915,1.220727161158512,4.69435995095078,4.675466237476933,3.6356071426318803,1.220727161158512
